time,latitude,longitude,CRW_DHW
UTC,degrees_north,degrees_east,Celsius weeks
2015-01-01T12:00:00Z,27.025,34.025,0.0
2015-01-02T12:00:00Z,27.025,34.025,0.0
2015-01-03T12:00:00Z,27.025,34.025,0.0
2015-01-04T12:00:00Z,27.025,34.025,0.0
2015-01-05T12:00:00Z,27.025,34.025,0.0
2015-01-06T12:00:00Z,27.025,34.025,0.0
2015-01-07T12:00:00Z,27.025,34.025,0.0
2015-01-08T12:00:00Z,27.025,34.025,0.0
2015-01-09T12:00:00Z,27.025,34.025,0.0
2015-01-10T12:00:00Z,27.025,34.025,0.0
2015-01-11T12:00:00Z,27.025,34.025,0.0
2015-01-12T12:00:00Z,27.025,34.025,0.0
2015-01-13T12:00:00Z,27.025,34.025,0.0
2015-01-14T12:00:00Z,27.025,34.025,0.0
2015-01-15T12:00:00Z,27.025,34.025,0.0
2015-01-16T12:00:00Z,27.025,34.025,0.0
2015-01-17T12:00:00Z,27.025,34.025,0.0
2015-01-18T12:00:00Z,27.025,34.025,0.0
2015-01-19T12:00:00Z,27.025,34.025,0.0
2015-01-20T12:00:00Z,27.025,34.025,0.0
2015-01-21T12:00:00Z,27.025,34.025,0.0
2015-01-22T12:00:00Z,27.025,34.025,0.0
2015-01-23T12:00:00Z,27.025,34.025,0.0
2015-01-24T12:00:00Z,27.025,34.025,0.0
2015-01-25T12:00:00Z,27.025,34.025,0.0
2015-01-26T12:00:00Z,27.025,34.025,0.0
2015-01-27T12:00:00Z,27.025,34.025,0.0
2015-01-28T12:00:00Z,27.025,34.025,0.0
2015-01-29T12:00:00Z,27.025,34.025,0.0
2015-01-30T12:00:00Z,27.025,34.025,0.0
2015-01-31T12:00:00Z,27.025,34.025,0.0
2015-02-01T12:00:00Z,27.025,34.025,0.0
2015-02-02T12:00:00Z,27.025,34.025,0.0
2015-02-03T12:00:00Z,27.025,34.025,0.0
2015-02-04T12:00:00Z,27.025,34.025,0.0
2015-02-05T12:00:00Z,27.025,34.025,0.0
2015-02-06T12:00:00Z,27.025,34.025,0.0
2015-02-07T12:00:00Z,27.025,34.025,0.0
2015-02-08T12:00:00Z,27.025,34.025,0.0
2015-02-09T12:00:00Z,27.025,34.025,0.0
2015-02-10T12:00:00Z,27.025,34.025,0.0
2015-02-11T12:00:00Z,27.025,34.025,0.0
2015-02-12T12:00:00Z,27.025,34.025,0.0
2015-02-13T12:00:00Z,27.025,34.025,0.0
2015-02-14T12:00:00Z,27.025,34.025,0.0
2015-02-15T12:00:00Z,27.025,34.025,0.0
2015-02-16T12:00:00Z,27.025,34.025,0.0
2015-02-17T12:00:00Z,27.025,34.025,0.0
2015-02-18T12:00:00Z,27.025,34.025,0.0
2015-02-19T12:00:00Z,27.025,34.025,0.0
2015-02-20T12:00:00Z,27.025,34.025,0.0
2015-02-21T12:00:00Z,27.025,34.025,0.0
2015-02-22T12:00:00Z,27.025,34.025,0.0
2015-02-23T12:00:00Z,27.025,34.025,0.0
2015-02-24T12:00:00Z,27.025,34.025,0.0
2015-02-25T12:00:00Z,27.025,34.025,0.0
2015-02-26T12:00:00Z,27.025,34.025,0.0
2015-02-27T12:00:00Z,27.025,34.025,0.0
2015-02-28T12:00:00Z,27.025,34.025,0.0
2015-03-01T12:00:00Z,27.025,34.025,0.0
2015-03-02T12:00:00Z,27.025,34.025,0.0
2015-03-03T12:00:00Z,27.025,34.025,0.0
2015-03-04T12:00:00Z,27.025,34.025,0.0
2015-03-05T12:00:00Z,27.025,34.025,0.0
2015-03-06T12:00:00Z,27.025,34.025,0.0
2015-03-07T12:00:00Z,27.025,34.025,0.0
2015-03-08T12:00:00Z,27.025,34.025,0.0
2015-03-09T12:00:00Z,27.025,34.025,0.0
2015-03-10T12:00:00Z,27.025,34.025,0.0
2015-03-11T12:00:00Z,27.025,34.025,0.0
2015-03-12T12:00:00Z,27.025,34.025,0.0
2015-03-13T12:00:00Z,27.025,34.025,0.0
2015-03-14T12:00:00Z,27.025,34.025,0.0
2015-03-15T12:00:00Z,27.025,34.025,0.0
2015-03-16T12:00:00Z,27.025,34.025,0.0
2015-03-17T12:00:00Z,27.025,34.025,0.0
2015-03-18T12:00:00Z,27.025,34.025,0.0
2015-03-19T12:00:00Z,27.025,34.025,0.0
2015-03-20T12:00:00Z,27.025,34.025,0.0
2015-03-21T12:00:00Z,27.025,34.025,0.0
2015-03-22T12:00:00Z,27.025,34.025,0.0
2015-03-23T12:00:00Z,27.025,34.025,0.0
2015-03-24T12:00:00Z,27.025,34.025,0.0
2015-03-25T12:00:00Z,27.025,34.025,0.0
2015-03-26T12:00:00Z,27.025,34.025,0.0
2015-03-27T12:00:00Z,27.025,34.025,0.0
2015-03-28T12:00:00Z,27.025,34.025,0.0
2015-03-29T12:00:00Z,27.025,34.025,0.0
2015-03-30T12:00:00Z,27.025,34.025,0.0
2015-03-31T12:00:00Z,27.025,34.025,0.0
2015-04-01T12:00:00Z,27.025,34.025,0.0
2015-04-02T12:00:00Z,27.025,34.025,0.0
2015-04-03T12:00:00Z,27.025,34.025,0.0
2015-04-04T12:00:00Z,27.025,34.025,0.0
2015-04-05T12:00:00Z,27.025,34.025,0.0
2015-04-06T12:00:00Z,27.025,34.025,0.0
2015-04-07T12:00:00Z,27.025,34.025,0.0
2015-04-08T12:00:00Z,27.025,34.025,0.0
2015-04-09T12:00:00Z,27.025,34.025,0.0
2015-04-10T12:00:00Z,27.025,34.025,0.0
2015-04-11T12:00:00Z,27.025,34.025,0.0
2015-04-12T12:00:00Z,27.025,34.025,0.0
2015-04-13T12:00:00Z,27.025,34.025,0.0
2015-04-14T12:00:00Z,27.025,34.025,0.0
2015-04-15T12:00:00Z,27.025,34.025,0.0
2015-04-16T12:00:00Z,27.025,34.025,0.0
2015-04-17T12:00:00Z,27.025,34.025,0.0
2015-04-18T12:00:00Z,27.025,34.025,0.0
2015-04-19T12:00:00Z,27.025,34.025,0.0
2015-04-20T12:00:00Z,27.025,34.025,0.0
2015-04-21T12:00:00Z,27.025,34.025,0.0
2015-04-22T12:00:00Z,27.025,34.025,0.0
2015-04-23T12:00:00Z,27.025,34.025,0.0
2015-04-24T12:00:00Z,27.025,34.025,0.0
2015-04-25T12:00:00Z,27.025,34.025,0.0
2015-04-26T12:00:00Z,27.025,34.025,0.0
2015-04-27T12:00:00Z,27.025,34.025,0.0
2015-04-28T12:00:00Z,27.025,34.025,0.0
2015-04-29T12:00:00Z,27.025,34.025,0.0
2015-04-30T12:00:00Z,27.025,34.025,0.0
2015-05-01T12:00:00Z,27.025,34.025,0.0
2015-05-02T12:00:00Z,27.025,34.025,0.0
2015-05-03T12:00:00Z,27.025,34.025,0.0
2015-05-04T12:00:00Z,27.025,34.025,0.0
2015-05-05T12:00:00Z,27.025,34.025,0.0
2015-05-06T12:00:00Z,27.025,34.025,0.0
2015-05-07T12:00:00Z,27.025,34.025,0.0
2015-05-08T12:00:00Z,27.025,34.025,0.0
2015-05-09T12:00:00Z,27.025,34.025,0.0
2015-05-10T12:00:00Z,27.025,34.025,0.0
2015-05-11T12:00:00Z,27.025,34.025,0.0
2015-05-12T12:00:00Z,27.025,34.025,0.0
2015-05-13T12:00:00Z,27.025,34.025,0.0
2015-05-14T12:00:00Z,27.025,34.025,0.0
2015-05-15T12:00:00Z,27.025,34.025,0.0
2015-05-16T12:00:00Z,27.025,34.025,0.0
2015-05-17T12:00:00Z,27.025,34.025,0.0
2015-05-18T12:00:00Z,27.025,34.025,0.0
2015-05-19T12:00:00Z,27.025,34.025,0.0
2015-05-20T12:00:00Z,27.025,34.025,0.0
2015-05-21T12:00:00Z,27.025,34.025,0.0
2015-05-22T12:00:00Z,27.025,34.025,0.0
2015-05-23T12:00:00Z,27.025,34.025,0.0
2015-05-24T12:00:00Z,27.025,34.025,0.0
2015-05-25T12:00:00Z,27.025,34.025,0.0
2015-05-26T12:00:00Z,27.025,34.025,0.0
2015-05-27T12:00:00Z,27.025,34.025,0.0
2015-05-28T12:00:00Z,27.025,34.025,0.0
2015-05-29T12:00:00Z,27.025,34.025,0.0
2015-05-30T12:00:00Z,27.025,34.025,0.0
2015-05-31T12:00:00Z,27.025,34.025,0.0
2015-06-01T12:00:00Z,27.025,34.025,0.0
2015-06-02T12:00:00Z,27.025,34.025,0.0
2015-06-03T12:00:00Z,27.025,34.025,0.0
2015-06-04T12:00:00Z,27.025,34.025,0.0
2015-06-05T12:00:00Z,27.025,34.025,0.0
2015-06-06T12:00:00Z,27.025,34.025,0.0
2015-06-07T12:00:00Z,27.025,34.025,0.0
2015-06-08T12:00:00Z,27.025,34.025,0.0
2015-06-09T12:00:00Z,27.025,34.025,0.0
2015-06-10T12:00:00Z,27.025,34.025,0.0
2015-06-11T12:00:00Z,27.025,34.025,0.0
2015-06-12T12:00:00Z,27.025,34.025,0.0
2015-06-13T12:00:00Z,27.025,34.025,0.0
2015-06-14T12:00:00Z,27.025,34.025,0.0
2015-06-15T12:00:00Z,27.025,34.025,0.0
2015-06-16T12:00:00Z,27.025,34.025,0.0
2015-06-17T12:00:00Z,27.025,34.025,0.0
2015-06-18T12:00:00Z,27.025,34.025,0.0
2015-06-19T12:00:00Z,27.025,34.025,0.0
2015-06-20T12:00:00Z,27.025,34.025,0.0
2015-06-21T12:00:00Z,27.025,34.025,0.0
2015-06-22T12:00:00Z,27.025,34.025,0.0
2015-06-23T12:00:00Z,27.025,34.025,0.0
2015-06-24T12:00:00Z,27.025,34.025,0.0
2015-06-25T12:00:00Z,27.025,34.025,0.0
2015-06-26T12:00:00Z,27.025,34.025,0.0
2015-06-27T12:00:00Z,27.025,34.025,0.0
2015-06-28T12:00:00Z,27.025,34.025,0.0
2015-06-29T12:00:00Z,27.025,34.025,0.0
2015-06-30T12:00:00Z,27.025,34.025,0.0
2015-07-01T12:00:00Z,27.025,34.025,0.0
2015-07-02T12:00:00Z,27.025,34.025,0.0
2015-07-03T12:00:00Z,27.025,34.025,0.0
2015-07-04T12:00:00Z,27.025,34.025,0.0
2015-07-05T12:00:00Z,27.025,34.025,0.0
2015-07-06T12:00:00Z,27.025,34.025,0.0
2015-07-07T12:00:00Z,27.025,34.025,0.0
2015-07-08T12:00:00Z,27.025,34.025,0.0
2015-07-09T12:00:00Z,27.025,34.025,0.0
2015-07-10T12:00:00Z,27.025,34.025,0.0
2015-07-11T12:00:00Z,27.025,34.025,0.0
2015-07-12T12:00:00Z,27.025,34.025,0.0
2015-07-13T12:00:00Z,27.025,34.025,0.0
2015-07-14T12:00:00Z,27.025,34.025,0.0
2015-07-15T12:00:00Z,27.025,34.025,0.0
2015-07-16T12:00:00Z,27.025,34.025,0.0
2015-07-17T12:00:00Z,27.025,34.025,0.0
2015-07-18T12:00:00Z,27.025,34.025,0.0
2015-07-19T12:00:00Z,27.025,34.025,0.0
2015-07-20T12:00:00Z,27.025,34.025,0.0
2015-07-21T12:00:00Z,27.025,34.025,0.0
2015-07-22T12:00:00Z,27.025,34.025,0.0
2015-07-23T12:00:00Z,27.025,34.025,0.0
2015-07-24T12:00:00Z,27.025,34.025,0.15
2015-07-25T12:00:00Z,27.025,34.025,0.34
2015-07-26T12:00:00Z,27.025,34.025,0.34
2015-07-27T12:00:00Z,27.025,34.025,0.34
2015-07-28T12:00:00Z,27.025,34.025,0.34
2015-07-29T12:00:00Z,27.025,34.025,0.49
2015-07-30T12:00:00Z,27.025,34.025,0.64
2015-07-31T12:00:00Z,27.025,34.025,0.8200000000000001
2015-08-01T12:00:00Z,27.025,34.025,1.03
